type,ICC,F,df1,df2,p,lower bound,upper bound,measure
ICC2,0.21673373539916652,1.5534101114634826,79,79,0.02598070698292551,-0.27240232552250676,0.617266423680318,39_29
ICC2,0.2006926652912752,1.5021664548203089,79,79,0.03620865222168187,-0.28791610896936126,0.6067966249774011,39_30
ICC2,0.4002422639683502,2.3346797889406004,79,79,1.0686200399453144e-4,-0.07509369761571064,0.7278032601243672,39_31
ICC2,0.2875187941042105,1.8070915884517078,79,79,0.004625273260596537,-0.20081794186439486,0.66184741407118,39_32
ICC2,0.3865500779485273,2.2602498233461117,79,79,1.822784739056723e-4,-0.09120799364250134,0.7201006223597738,39_33
ICC2,0.1930031720831174,1.4783244875480377,79,79,0.04214658875622842,-0.2952645483597407,0.6017278449348538,39_34
ICC2,0.27133854661092494,1.7447588872689863,79,79,0.0071379115957963144,-0.21764732091105557,0.6518832327406774,39_35
ICC2,0.14458349706131546,1.3380423374218655,79,79,0.09890694057046456,-0.3402699966209852,0.5690444097645113,39_36
ICC2,0.406474284802143,2.3696939303350697,79,79,8.315815503610965e-5,-0.06767679605278941,0.7312821279789512,39_37
ICC2,0.3499795085161162,2.076826079723245,79,79,6.805083242169384e-4,-0.13306543993116074,0.6991190985000227,39_38
ICC2,0.2821867177680712,1.7986736463774002,79,79,0.004905759396273985,-0.19863133656441445,0.6568205011173225,40_0
ICC2,0.2272564785956692,1.5893908005158435,79,79,0.02049520362351277,-0.26090645016937675,0.6237618330295648,40_1
ICC2,0.2655646125796858,1.7231803290755767,79,79,0.008284654180259457,-0.22358423438404515,0.6482956764500631,40_2
ICC2,0.0971464991502091,1.215198809239311,79,79,0.19413133791059592,-0.38235063076226444,0.5356858092889033,40_3
ICC2,0.3651299716888163,2.150251092054535,79,79,4.017177034713888e-4,-0.11592937099586231,0.7078844259403682,40_4
ICC2,0.2558009637332731,1.6874530914788277,79,79,0.01058561060526592,-0.23354268806293968,0.6421905863786801,40_5
ICC2,0.32409678227014477,1.9590035193461075,79,79,0.0015804256658186679,-0.16169352249298155,0.6838995187936903,40_6
ICC2,0.4303253193545079,2.510775654859405,79,79,3.039429855091362e-5,-0.03880244748439326,0.7444429189094438,40_7
ICC2,0.11628456246611012,1.2661086412749225,79,79,0.14822909118253783,-0.35864257695090207,0.5471776045255055,40_8
ICC2,0.36283433521392144,2.1389010904589125,79,79,4.358404128941406e-4,-0.11854423345312072,0.7065629892951804,40_9
ICC2,0.14128212058114573,1.3376671765959167,79,79,0.09912225202749907,-0.32791638892161,0.5622369369507806,40_10
ICC2,0.2889979605097517,1.812931452958836,79,79,0.0044399580047140095,-0.1992651049385397,0.6627518216901168,40_11
ICC2,0.26250164925531294,1.7118704712769937,79,79,0.008955001359937388,-0.22671918903046082,0.646385680695049,40_12
ICC2,0.07009103061009668,1.1507481547491303,79,79,0.2670432751791541,-0.40551334151625895,0.5160354315068237,40_13
ICC2,0.2995405281098655,1.8629774114339634,79,79,0.0031229324367971247,-0.18363780735152824,0.6681780913153048,40_14
ICC2,0.34411135624320055,2.049298107289064,79,79,8.289536947542002e-4,-0.13962671744232408,0.6956958278411952,40_15
ICC2,0.18048203648069702,1.4404590125881038,79,79,0.05344155802398397,-0.3071101662232507,0.5934038294857148,40_16
ICC2,0.48399216764960934,2.9134371118225624,79,79,1.8158115541874294e-6,0.03421967316747555,0.7724674027354147,40_17
ICC2,0.3508450449107541,2.080928496841004,79,79,6.607769649573782e-4,-0.1320941095185933,0.6996226797655759,40_18
ICC2,0.2169331186914405,1.5540602568427617,79,79,0.02587034454789095,-0.27220790979874426,0.6173956808492149,40_19
ICC2,0.19002915652683053,1.4692246839700602,79,79,0.04464066969424257,-0.2980915234296963,0.5997586500218559,40_20
ICC2,0.35654070079034933,2.1081996988101093,79,79,5.433358717259108e-4,-0.12567928712868429,0.7029279294888134,40_21
ICC2,0.2741364175732801,1.7553386730238827,79,79,0.006633491086284642,-0.21475757740144635,0.6536155979875079,40_22
ICC2,0.27457375906878917,1.7570000426656105,79,79,0.006557493901485325,-0.21430493366787273,0.6538859910384456,40_23
ICC2,0.4221019204793378,2.472059831645959,79,79,4.0033231278339166e-5,-0.045843670708681145,0.7394087979331906,40_24
ICC2,0.4237288678756362,2.470588562413681,79,79,4.04549846327752e-5,-0.046866743972674076,0.74082717961984,40_25
ICC2,0.11877519311474108,1.2705456209727461,79,79,0.14468556575371416,-0.3611056729065161,0.550368314484792,40_26
ICC2,0.2970930449526558,1.8453268444754614,79,79,0.003536563261449076,-0.19072370928980262,0.6676823136513199,40_27
ICC2,0.41092082253449314,2.3951293418581585,79,79,6.93227537794071e-5,-0.06235287549977071,0.7337540655972793,40_28
ICC2,0.14521307563667893,1.3456187931019907,79,79,0.09464455467992272,-0.32940132064248967,0.5664716760281393,40_29
ICC2,0.30222108925016994,1.8714121928473668,79,79,0.0029424209948538615,-0.1822489391292334,0.6701243892958013,40_30
ICC2,0.3331437463491071,1.9991471018265239,79,79,0.0011867898331651139,-0.15177808240046292,0.6892549086326274,40_31
ICC2,0.33991522963931986,2.0299138683462887,79,79,9.523899316592042e-4,-0.14429283291887762,0.6932381927242385,40_32
ICC2,0.3194626363200938,1.9388540686903486,79,79,0.0018241923211221153,-0.16673523095296092,0.6811413250627462,40_33
ICC2,0.3545613811298886,2.098668008897809,79,79,5.818080039632156e-4,-0.12791306341476968,0.70178099165377,40_34
