type,measure,ICC,F,df1,df2,p,lower bound,upper bound,10%,90%
ICC3,97_36,0.3324400893936792,2.1035175523471143,56,56,0.0364383029562244,-0.3296829887233892,0.7769712082622063,0.5003201976218197,0.18474163960749335
ICC2,97_37,0.29585539304910485,1.9505558862155103,56,56,0.04753489205043262,-0.3532618364695015,0.7591872382392435,0.46954000045919286,0.1600421685967381
ICC3,97_37,0.3014517277026072,1.9505558862155103,56,56,0.04753489205043262,-0.36120916789822,0.7632513483948458,0.4685588824748554,0.147975813476649
ICC2,97_38,0.3911554501034608,2.4267852761437183,56,56,0.01144681739963067,-0.2594477742346187,0.8019349541115411,0.5512190333955735,0.2574010578405509
ICC3,97_38,0.3952644727773386,2.4267852761437183,56,56,0.01144681739963067,-0.2647628615184329,0.8046777508490772,0.5472340093096948,0.25054940932391223
ICC2,97_39,0.2312982895672523,1.667132595419266,56,56,0.08967574472863668,-0.4169337019562285,0.728769467197,0.3879635465195058,0.09373570043077507
ICC3,97_39,0.23320447455526536,1.667132595419266,56,56,0.08967574472863668,-0.42519427833072354,0.7313330005654988,0.38644649933984954,0.08858818765705803
ICC2,97_4,0.35229421757169926,2.311387885460731,56,56,0.02905297387484559,-0.2925948586903394,0.7842050161496373,0.5408806303761774,0.20867138113616804
ICC3,97_4,0.3664908428318635,2.311387885460731,56,56,0.02905297387484559,-0.29159530671837675,0.7912282890066515,0.544611128806721,0.1957016613452049
ICC2,97_40,0.21189261350684432,1.6059603299708562,56,56,0.11729586654340776,-0.43191331673894173,0.7184193214591804,0.38717566065554265,0.0703628986466116
ICC3,97_40,0.2137285836407168,1.6059603299708562,56,56,0.11729586654340776,-0.4409619168045998,0.7211902312162137,0.38714600166789903,0.06898864695091642
ICC2,97_41,0.150706670443751,1.3940445305516231,56,56,0.18491664784828307,-0.48516775403973594,0.6877035075351626,0.3020740877542409,0.02146302578613268
ICC3,97_41,0.1518547613735655,1.3940445305516231,56,56,0.18491664784828307,-0.4935536068700552,0.6901475230950639,0.3020252062830797,0.01854586201529459
ICC2,97_42,0.22720971680478627,1.6924776977381726,56,56,0.09429285893258652,-0.387735931124214,0.7207285660730469,0.3915699601750802,0.0830498968340391
ICC3,97_42,0.2372310968621899,1.6924776977381726,56,56,0.09429285893258652,-0.4203138204898164,0.7327499163552755,0.3934001256347992,0.07911385179532007
ICC2,97_43,0.19401049995190991,1.5615033776678788,56,56,0.15119580941153957,-0.4472959332567604,0.7089228219607276,0.39131970192344634,0.02216943078487956
ICC3,97_43,0.19571581793232895,1.5615033776678788,56,56,0.15119580941153957,-0.4540982614131376,0.7112127003413267,0.3913197019201827,0.01794982802605163
ICC2,97_44,0.283200543550905,1.9353035834444363,56,56,0.05434215816201403,-0.3460371937921615,0.7503986483964398,0.454087733898192,0.13796761844561226
ICC3,97_44,0.2959610266440515,1.9353035834444363,56,56,0.05434215816201403,-0.3655029798045995,0.7603874531834702,0.457647464389647,0.12734675137025742
ICC2,97_45,0.215992858889139,1.6402742362688634,56,56,0.10511185572497247,-0.41270904112773743,0.7186784440202771,0.3979729006641375,0.08831416071770037
ICC3,97_45,0.22435056082912597,1.6402742362688634,56,56,0.10511185572497247,-0.43216643991133274,0.7265817616813628,0.40057304394553994,0.07712112680158334
ICC2,97_46,0.21923270748749865,1.6375203466102977,56,56,0.10724218563611504,-0.4209123175455202,0.7214367933141165,0.38785402342282693,0.07884131856393026
ICC3,97_46,0.22275553963456857,1.6375203466102977,56,56,0.10724218563611504,-0.4332352602593415,0.7257167344214821,0.38651295817226294,0.07390656544803414
